,text
1566,"<|endoftext|>remove all non-alphabet chars from string `s`: """""""""""".join([i for i in s if i.isalpha()])<|endoftext|>"
1567,<|endoftext|>split a string `s` into integers: l = (int(x) for x in s.split())<|endoftext|>
1568,"<|endoftext|>split a string `42 0` by white spaces.: """"""42 0"""""".split()<|endoftext|>"
1570,"<|endoftext|>get indexes of all true boolean values from a list `bool_list`: [i for i, elem in enumerate(bool_list, 1) if elem]<|endoftext|>"
1571,<|endoftext|>group dataframe `data` entries by year value of the date in column 'date': data.groupby(data['date'].map(lambda x: x.year))<|endoftext|>
1572,"<|endoftext|>Get the indices in array `b` of each element appearing in array `a`: np.in1d(b, a).nonzero()[0]<|endoftext|>"
1573,"<|endoftext|>display current time in readable format: time.strftime('%l:%M%p %z on %b %d, %Y')<|endoftext|>"
1574,"<|endoftext|>rotate x-axis text labels of plot `ax` 45 degrees: ax.set_xticklabels(ax.xaxis.get_majorticklabels(), rotation=45)<|endoftext|>"
1575,"<|endoftext|>append array of strings `['x', 'x', 'x']` into one string: """""""""""".join(['x', 'x', 'x'])<|endoftext|>"
1576,"<|endoftext|>retrieve all items in an numpy array 'x' except the item of the index 1: x[(np.arange(x.shape[0]) != 1), :, :]<|endoftext|>"
1577,<|endoftext|>pull a value with key 'name' from a json object `item`: print(item['name'])<|endoftext|>
1578,<|endoftext|>read a file from redirected stdin and save to variable `result`: result = sys.stdin.read()<|endoftext|>
1579,"<|endoftext|>Get all the texts without tags from beautiful soup object `soup`: """""""""""".join(soup.findAll(text=True))<|endoftext|>"
1580,<|endoftext|>extract all rows from dataframe `data` where the value of column 'Value' is True: data[data['Value'] == True]<|endoftext|>
1581,"<|endoftext|>removing duplicate characters from a string variable ""foo"": """""""""""".join(set(foo))<|endoftext|>"
1582,"<|endoftext|>sort objects in model `Profile` based on Theirs `reputation` attribute: sorted(Profile.objects.all(), key=lambda p: p.reputation)<|endoftext|>"
1583,<|endoftext|>flatten a dataframe df to a list: df.values.flatten()<|endoftext|>
1584,<|endoftext|>sort list `users` using values associated with key 'id' according to elements in list `order`: users.sort(key=lambda x: order.index(x['id']))<|endoftext|>
1585,<|endoftext|>sort a python list of dictionaries `users` by a given list `order` of ids 'id' with the desired order: users.sort(key=lambda x: order.index(x['id']))<|endoftext|>
1586,"<|endoftext|>request URI '<MY_URI>' and pass authorization token 'TOK:<MY_TOKEN>' to the header: r = requests.get('<MY_URI>', headers={'Authorization': 'TOK:<MY_TOKEN>'})<|endoftext|>"
1587,"<|endoftext|>un-escape a backslash-escaped string in `Hello,\\nworld!`: print('""Hello,\\nworld!""'.decode('string_escape'))<|endoftext|>"
1588,"<|endoftext|>match regex pattern 'a*?bc*?' on string 'aabcc' with DOTALL enabled: re.findall('a*?bc*?', 'aabcc', re.DOTALL)<|endoftext|>"
1589,<|endoftext|>get second array column length of array `a`: a.shape[1]<|endoftext|>
1590,"<|endoftext|>use operations like max/min within a row to a dataframe 'd' in pandas: d.apply(lambda row: min([row['A'], row['B']]) - row['C'], axis=1)<|endoftext|>"
1591,"<|endoftext|>count number of occurrences of a substring 'ab' in a string ""abcdabcva"": """"""abcdabcva"""""".count('ab')<|endoftext|>"
1592,<|endoftext|>get a list of values with key 'key' from a list of dictionaries `l`: [d['key'] for d in l if 'key' in d]<|endoftext|>
1593,<|endoftext|>get a list of values for key 'key' from a list of dictionaries `l`: [d['key'] for d in l]<|endoftext|>
1594,"<|endoftext|>get a list of values for key ""key"" from a list of dictionaries in `l`: [d['key'] for d in l]<|endoftext|>"
1595,<|endoftext|>order a list of lists `l1` by the first value: l1.sort(key=lambda x: int(x[0]))<|endoftext|>
1596,"<|endoftext|>order a list of lists `[[1, 'mike'], [1, 'bob']]` by the first value of individual list: sorted([[1, 'mike'], [1, 'bob']])<|endoftext|>"
1597,"<|endoftext|>replace a string `Abc` in case sensitive way using maketrans: """"""Abc"""""".translate(maketrans('abcABC', 'defDEF'))<|endoftext|>"
1598,"<|endoftext|>dictionary `d` to string, custom format: """"""<br/>"""""".join([('%s:: %s' % (key, value)) for key, value in list(d.items())])<|endoftext|>"
1600,<|endoftext|>clear terminal screen on windows: os.system('cls')<|endoftext|>
1601,<|endoftext|>clear the terminal screen in Linux: os.system('clear')<|endoftext|>
1602,<|endoftext|>execute external commands/script `your_own_script` with csh instead of bash: os.system('tcsh your_own_script')<|endoftext|>
1603,"<|endoftext|>execute command 'echo $0' in Z shell: os.system(""zsh -c 'echo $0'"")<|endoftext|>"
1604,"<|endoftext|>update a list `l1` dictionaries with a key `count` and value from list `l2`: [dict(d, count=n) for d, n in zip(l1, l2)]<|endoftext|>"
1605,<|endoftext|>create a list with the sum of respective elements of the tuples of list `l`: [sum(x) for x in zip(*l)]<|endoftext|>
1606,"<|endoftext|>sum each value in a list `l` of tuples: map(sum, zip(*l))<|endoftext|>"
1607,<|endoftext|>count the number of non-nan elements in a numpy ndarray matrix `data`: np.count_nonzero(~np.isnan(data))<|endoftext|>
1608,"<|endoftext|>Convert each list in list `main_list` into a tuple: map(list, zip(*main_list))<|endoftext|>"
1609,"<|endoftext|>django get the value of key 'title' from POST request `request` if exists, else return empty string '': request.POST.get('title', '')<|endoftext|>"
1610,"<|endoftext|>check if string `test.mp3` ends with one of the strings from a tuple `('.mp3', '.avi')`: """"""test.mp3"""""".endswith(('.mp3', '.avi'))<|endoftext|>"
1611,"<|endoftext|>split a string 's' by space while ignoring spaces within square braces and quotes.: re.findall('\\[[^\\]]*\\]|""[^""]*""|\\S+', s)<|endoftext|>"
1612,"<|endoftext|>get biggest 3 values from each column of the pandas dataframe `data`: data.apply(lambda x: sorted(x, 3))<|endoftext|>"
1613,<|endoftext|>permanently set the current directory to the 'C:/Users/Name/Desktop': os.chdir('C:/Users/Name/Desktop')<|endoftext|>
1614,"<|endoftext|>get all characters between two `$` characters in string `string`: re.findall('\\$([^$]*)\\$', string)<|endoftext|>"
1615,"<|endoftext|>getting the string between 2 '$' characters in '$sin (x)$ is an function of x': re.findall('\\$(.*?)\\$', '$sin (x)$ is an function of x')<|endoftext|>"
1616,"<|endoftext|>Format a date object `str_data` into iso fomrat: datetime.datetime.strptime(str_date, '%m/%d/%Y').date().isoformat()<|endoftext|>"
1617,"<|endoftext|>get element at index 0 of first row and element at index 1 of second row in array `A`: A[[0, 1], [0, 1]]<|endoftext|>"
1618,"<|endoftext|>subset numpy array `a` by column and row, returning the values from the first row, first column and the second row, second column and the third row, first column.: a[np.arange(3), (0, 1, 0)]<|endoftext|>"
1619,"<|endoftext|>Get a list of all keys from dictionary `dictA` where the number of occurrences of value `duck` in that key is more than `1`: [k for k, v in dictA.items() if v.count('duck') > 1]<|endoftext|>"
1620,"<|endoftext|>Create sub matrix of a list of lists `[[2, 3, 4], [2, 3, 4], [2, 3, 4]]` (without numpy): [[2, 3, 4], [2, 3, 4], [2, 3, 4]]<|endoftext|>"
1621,"<|endoftext|>get an element at index `[1,1]`in a numpy array `arr`: print(arr[1, 1])<|endoftext|>"
1622,"<|endoftext|>Set colorbar range from `0` to `15` for pyplot object `quadmesh` in matplotlib: quadmesh.set_clim(vmin=0, vmax=15)<|endoftext|>"
1623,"<|endoftext|>read csv file 'my_file.csv' into numpy array: my_data = genfromtxt('my_file.csv', delimiter=',')<|endoftext|>"
1624,"<|endoftext|>read csv file 'myfile.csv' into array: df = pd.read_csv('myfile.csv', sep=',', header=None)<|endoftext|>"
1625,"<|endoftext|>read csv file 'myfile.csv' into array: np.genfromtxt('myfile.csv', delimiter=',')<|endoftext|>"
1626,"<|endoftext|>read csv file 'myfile.csv' into array: np.genfromtxt('myfile.csv', delimiter=',', dtype=None)<|endoftext|>"
1627,<|endoftext|>read the first line of a string `my_string`: my_string.splitlines()[0]<|endoftext|>
1629,<|endoftext|>generate a list from a pandas dataframe `df` with the column name and column values: df.values.tolist()<|endoftext|>
1630,"<|endoftext|>Replace repeated instances of a character '*' with a single instance in a string 'text': re.sub('\\*\\*+', '*', text)<|endoftext|>"
1631,"<|endoftext|>replace repeated instances of ""*"" with a single instance of ""*"": re.sub('\\*+', '*', text)<|endoftext|>"
1632,"<|endoftext|>multiply values of dictionary `dict` with their respective values in dictionary `dict2`: dict((k, v * dict2[k]) for k, v in list(dict1.items()) if k in dict2)<|endoftext|>"
1633,<|endoftext|>Get a random string of length `length`: return ''.join(random.choice(string.lowercase) for i in range(length))<|endoftext|>
1634,<|endoftext|>Get total number of values in a nested dictionary `food_colors`: sum(len(x) for x in list(food_colors.values()))<|endoftext|>
1635,<|endoftext|>count all elements in a nested dictionary `food_colors`: sum(len(v) for v in food_colors.values())<|endoftext|>
1636,<|endoftext|>apply logical operator 'AND' to all elements in list `a_list`: all(a_list)<|endoftext|>
1637,"<|endoftext|>removing vowel characters 'aeiouAEIOU' from string `text`: """""""""""".join(c for c in text if c not in 'aeiouAEIOU')<|endoftext|>"
1638,"<|endoftext|>Divide elements in list `a` from elements at the same index in list `b`: [(x / y) for x, y in zip(a, b)]<|endoftext|>"
1639,"<|endoftext|>match regex 'abc(de)fg(123)' on string 'abcdefg123 and again abcdefg123': re.findall('abc(de)fg(123)', 'abcdefg123 and again abcdefg123')<|endoftext|>"
1640,<|endoftext|>apply function `log2` to the grouped values by 'type' in dataframe `df`: df.groupby('type').apply(lambda x: np.mean(np.log2(x['v'])))<|endoftext|>
1641,"<|endoftext|>get geys of dictionary `my_dict` that contain any values from list `lst`: [key for key, value in list(my_dict.items()) if set(value).intersection(lst)]<|endoftext|>"
1642,"<|endoftext|>get list of keys in dictionary `my_dict` whose values contain values from list `lst`: [key for item in lst for key, value in list(my_dict.items()) if item in value]<|endoftext|>"
1643,"<|endoftext|>Sum elements of tuple `b` to their respective elements of each tuple in list `a`: c = [[(i + j) for i, j in zip(e, b)] for e in a]<|endoftext|>"
1644,"<|endoftext|>get the common prefix from comparing two absolute paths '/usr/var' and '/usr/var2/log': os.path.commonprefix(['/usr/var', '/usr/var2/log'])<|endoftext|>"
1645,"<|endoftext|>get relative path of path '/usr/var' regarding path '/usr/var/log/': print(os.path.relpath('/usr/var/log/', '/usr/var'))<|endoftext|>"
1646,<|endoftext|>filter dataframe `grouped` where the length of each group `x` is bigger than 1: grouped.filter(lambda x: len(x) > 1)<|endoftext|>
1647,"<|endoftext|>sort dictionary of lists `myDict` by the third item in each list: sorted(list(myDict.items()), key=lambda e: e[1][2])<|endoftext|>"
1648,"<|endoftext|>Format string `hello {name}, how are you {name}, welcome {name}` to be interspersed by `name` three times, specifying the value as `john` only once: """"""hello {name}, how are you {name}, welcome {name}"""""".format(name='john')<|endoftext|>"
1649,"<|endoftext|>reorder indexed rows `['Z', 'C', 'A']` based on a list in pandas data frame `df`: df.reindex(['Z', 'C', 'A'])<|endoftext|>"
1650,"<|endoftext|>check if any values in a list `input_list` is a list: any(isinstance(el, list) for el in input_list)<|endoftext|>"
1651,<|endoftext|>get the size of list `items`: len(items)<|endoftext|>
1652,"<|endoftext|>get the size of a list `[1,2,3]`: len([1, 2, 3])<|endoftext|>"
1653,<|endoftext|>get the size of object `items`: items.__len__()<|endoftext|>
1654,<|endoftext|>function to get the size of object: len()<|endoftext|>
1655,<|endoftext|>get the size of list `s`: len(s)<|endoftext|>
1656,"<|endoftext|>sort each row in a pandas dataframe `df` in descending order: df.sort(axis=1, ascending=False)<|endoftext|>"
1658,"<|endoftext|>get count of rows in each series grouped by column 'col5' and column 'col2' of dataframe `df`: df.groupby(['col5', 'col2']).size().groupby(level=1).max()<|endoftext|>"
1659,"<|endoftext|>check if string 'x' is  in list `['x', 'd', 'a', 's', 'd', 's']`: 'x' in ['x', 'd', 'a', 's', 'd', 's']<|endoftext|>"
1660,"<|endoftext|>Delete an item with key ""key"" from `mydict`: mydict.pop('key', None)<|endoftext|>"
1661,<|endoftext|>Delete an item with key `key` from `mydict`: del mydict[key]<|endoftext|>
1662,"<|endoftext|>Delete an item with key `key` from `mydict`: try:
    del mydict[key]
except KeyError:
    pass
try:
    del mydict[key]
except KeyError:
    pass<|endoftext|>"
1663,"<|endoftext|>specify multiple positional arguments with argparse: parser.add_argument('input', nargs='+')<|endoftext|>"
1664,"<|endoftext|>Plot using the color code `#112233` in matplotlib pyplot: pyplot.plot(x, y, color='#112233')<|endoftext|>"
1665,"<|endoftext|>strip html from strings: re.sub('<[^<]+?>', '', text)<|endoftext|>"
1666,"<|endoftext|>align values in array `b` to the order of corresponding values in array `a`: a[np.in1d(a, b)]<|endoftext|>"
1667,"<|endoftext|>split string ""jvm.args= -Dappdynamics.com=true, -Dsomeotherparam=false,"" on the first occurrence of delimiter '=': """"""jvm.args= -Dappdynamics.com=true, -Dsomeotherparam=false,"""""".split('=', 1)<|endoftext|>"
1668,"<|endoftext|>print numbers in list `list` with precision of 3 decimal places: print('[%s]' % ', '.join('%.3f' % val for val in list))<|endoftext|>"
1669,"<|endoftext|>format print output of list of floats `l` to print only up to 3 decimal points: print('[' + ', '.join('%5.3f' % v for v in l) + ']')<|endoftext|>"
1670,<|endoftext|>print a list of floating numbers `l` using string formatting: print([('%5.3f' % val) for val in l])<|endoftext|>
1671,<|endoftext|>Change the current directory one level up: os.chdir('..')<|endoftext|>
1672,<|endoftext|>print a unicode string `text`: print(text.encode('windows-1252'))<|endoftext|>
1673,"<|endoftext|>convert string representation `s2` of binary string rep of integer to floating point number: struct.unpack('d', struct.pack('Q', int(s2, 0)))[0]<|endoftext|>"
1674,"<|endoftext|>convert a binary '-0b1110' to a float number: float(int('-0b1110', 0))<|endoftext|>"
1675,"<|endoftext|>convert a binary `b8` to a float number: struct.unpack('d', b8)[0]<|endoftext|>"
1676,<|endoftext|>plot a bar graph from the column 'color' in the DataFrame 'df': df.colour.value_counts().plot(kind='bar')<|endoftext|>
1677,<|endoftext|>plot categorical data in series `df` with kind `bar` using pandas and matplotlib: df.groupby('colour').size().plot(kind='bar')<|endoftext|>
1678,<|endoftext|>strip and split each line `line` on white spaces: line.strip().split(' ')<|endoftext|>
1679,"<|endoftext|>apply functions `mean` and `std` to each column in dataframe `df`: df.groupby(lambda idx: 0).agg(['mean', 'std'])<|endoftext|>"
1680,"<|endoftext|>sort dictionary `tag_weight` in reverse order by values cast to integers: sorted(list(tag_weight.items()), key=lambda x: int(x[1]), reverse=True)<|endoftext|>"
1681,<|endoftext|>find the largest integer less than `x`: int(math.ceil(x)) - 1<|endoftext|>
1682,"<|endoftext|>check if the string `myString` is empty: if (not myString):
    pass<|endoftext|>"
1683,"<|endoftext|>check if string `some_string` is empty: if (not some_string):
    pass<|endoftext|>"
1684,"<|endoftext|>check if string `my_string` is empty: if (not my_string):
    pass<|endoftext|>"
1685,"<|endoftext|>check if string `my_string` is empty: if some_string:
    pass<|endoftext|>"
1686,<|endoftext|>iterate over a dictionary `d` in sorted order: it = iter(sorted(d.items()))<|endoftext|>
1687,"<|endoftext|>iterate over a dictionary `d` in sorted order: for (key, value) in sorted(d.items()):
    pass<|endoftext|>"
